NPartida,Nome,Funcao
56,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
56,Fabricio Porfirio de Moura,AVAR
56,Maguielson Lima Barbosa,Assistente de Árbitro de Vídeo 2
56,Hilton Moutinho Rodrigues,Observador de VAR
57,Bruno Mota Correia,Árbitro
57,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
57,Carlos Henrique Alves de Lima Filho,Árbitro Assistente 2
57,Jonathan Benkenstein Pinheiro,Quarto Árbitro
57,Lucio Ipojucan Ribeiro da Silva de Mattos,Assessor
57,Thiago Duarte Peixoto,Árbitro de Vídeo
57,Diogo Carvalho Silva,AVAR
57,Dyorgines Jose Padovani de Andrade,Assistente de Árbitro de Vídeo 2
57,Claudio Jose de Oliveira Soares,Observador de VAR
58,Flavio Rodrigues de Souza (FIFA),Árbitro
58,Alex Ang Ribeiro (FIFA),Árbitro Assistente 1
58,Evandro de Melo Lima,Árbitro Assistente 2
58,Murilo Ugolini Klein,Quarto Árbitro
58,Marcio Eustaquio Sousa Santiago,Assessor
58,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
58,Herman Brumel Vani,AVAR
58,Marcio Henrique de Gois,Assistente de Árbitro de Vídeo 2
58,Rodrigo Pereira Joia,Observador de VAR
59,Paulo Cesar Zanovelli da Silva (FIFA),Árbitro
59,Bruno Boschilia (FIFA),Árbitro Assistente 1
59,Marcyano da Silva Vicente,Árbitro Assistente 2
59,Emerson Ricardo de Almeida Andrade,Quarto Árbitro
59,Fernando Jose de Castro Rodrigues,Assessor
59,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
59,Fabricio Vilarinho da Silva (FIFA),AVAR
59,Paulo Henrique Schleich Vollkopf,Assistente de Árbitro de Vídeo 2
59,Marcos Andre Gomes da Penha,Observador de VAR
60,Wilton Pereira Sampaio (FIFA),Árbitro
60,Kleber Lucio Gil,Árbitro Assistente 1
60,Leone Carvalho Rocha,Árbitro Assistente 2
60,Michel Patrick Costa Guimaraes,Quarto Árbitro
60,Vayran da Silva Rosa,Assessor
60,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
60,Andre da Silva Bitencourt,AVAR
60,Rodrigo Nunes de Sa (VAR-FIFA),Assistente de Árbitro de Vídeo 2
60,Pericles Bassols Pegado Cortez,Observador de VAR
61,Rafael Rodrigo Klein,Árbitro
61,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
61,Mauricio Coelho Silva Penna,Árbitro Assistente 2
61,Felipe da Silva Goncalves Paludo,Quarto Árbitro
61,Ednilson Corona,Assessor
61,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
61,Andre da Silva Bitencourt,AVAR
61,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
61,Regildenia de Holanda Moura,Observador de VAR
62,Braulio da Silva Machado (FIFA),Árbitro
62,Bruno Boschilia (FIFA),Árbitro Assistente 1
62,Thiaggo Americano Labes,Árbitro Assistente 2
62,Tarcizo Pinheiro Caetano,Quarto Árbitro
62,Reginaldo Vasconcelos Noronha,Assessor
62,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
62,Helton Nunes,AVAR
62,Paulo Cesar Zanovelli da Silva (FIFA),Assistente de Árbitro de Vídeo 2
62,Ricardo Marques Ribeiro,Observador de VAR
63,Leandro Pedro Vuaden,Árbitro
63,Tiago Augusto Kappes Diel,Árbitro Assistente 1
63,Maira Mastella Moreira,Árbitro Assistente 2
63,Edina Alves Batista (FIFA),Quarto Árbitro
63,Francisco de Assis Almeida Filho,Assessor
63,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
63,Ciro Chaban Junqueira,AVAR
63,Marco Aurelio Augusto Fazekas Ferreira,Assistente de Árbitro de Vídeo 2
63,Marcos Andre Gomes da Penha,Observador de VAR
64,Raphael Claus (FIFA),Árbitro
64,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
64,Alex Ang Ribeiro (FIFA),Árbitro Assistente 2
64,Lucas Canetto Bellote,Quarto Árbitro
64,Ubirajara Ferraz Jota,Assessor
64,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
64,Frederico Soares Vilarinho,AVAR
64,Anderson Daronco (FIFA),Assistente de Árbitro de Vídeo 2
64,Pericles Bassols Pegado Cortez,Observador de VAR
65,Felipe Fernandes de Lima,Árbitro
65,Marcyano da Silva Vicente,Árbitro Assistente 1
65,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
65,Joao Vitor Gobi,Quarto Árbitro
65,Cleiber Elias Leite,Assessor
65,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
65,Diogo Carvalho Silva,AVAR
65,Bruno Arleu de Araujo (FIFA),Assistente de Árbitro de Vídeo 2
65,Alicio Pena Junior,Observador de VAR
66,Savio Pereira Sampaio (FIFA),Árbitro
66,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
66,Marcelo Carvalho Van Gasse,Árbitro Assistente 2
66,Michel Patrick Costa Guimaraes,Quarto Árbitro
66,Erich Bartolomeu Antas E Silva Bandeira,Assessor
66,Jean Pierre Goncalves Lima,Árbitro de Vídeo
66,Antonio Adriano de Oliveira,AVAR
66,Rodrigo Batista Raposo,Assistente de Árbitro de Vídeo 2
66,Marrubson Melo Freitas,Observador de VAR
67,Flavio Rodrigues de Souza (FIFA),Árbitro
67,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
67,Neuza Ines Back (FIFA),Árbitro Assistente 2
67,Jonathan Benkenstein Pinheiro,Quarto Árbitro
67,Carlos Augusto Nogueira Junior,Assessor
67,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
67,Flavio Gomes Barroca,AVAR
67,Paulo Renato Moreira da Silva Coelho,Assistente de Árbitro de Vídeo 2
67,Giulliano Bozzano,Observador de VAR
68,Rodrigo Jose Pereira de Lima,Árbitro
68,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
68,Francisco Chaves Bezerra Junior,Árbitro Assistente 2
68,Leonardo Ferreira Lima,Quarto Árbitro
68,Vidal Cordeiro Lopes,Assessor
68,Thiago Duarte Peixoto,Árbitro de Vídeo
68,Amanda Pinto Matias,AVAR
68,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
68,Hilton Moutinho Rodrigues,Observador de VAR
69,Denis da Silva Ribeiro Serafim,Árbitro
69,Brigida Cirilo Ferreira (FIFA),Árbitro Assistente 1
69,Eduardo Goncalves da Cruz,Árbitro Assistente 2
69,Josue Reis de Jesus Junior,Quarto Árbitro
69,Vayran da Silva Rosa,Assessor
69,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
69,Vitor Carmona Metestaine,AVAR
69,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
69,Marcio Eustaquio Sousa Santiago,Observador de VAR
70,Luiz Flavio de Oliveira,Árbitro
70,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 1
70,Gustavo Rodrigues de Oliveira,Árbitro Assistente 2
70,Murilo Francisco Misson Junior,Quarto Árbitro
70,Lucio Ipojucan Ribeiro da Silva de Mattos,Assessor
70,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
70,Fabricio Porfirio de Moura,AVAR
70,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
70,Rodrigo Pereira Joia,Observador de VAR
71,Luiz Flavio de Oliveira,Árbitro
71,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
71,Daniel Paulo Ziolli,Árbitro Assistente 2
71,Yuri Elino Ferreira da Cruz,Quarto Árbitro
71,Ana Karina Marques Valentin,Assessor
71,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
71,Fabricio Porfirio de Moura,AVAR
71,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
71,Marcos Andre Gomes da Penha,Observador de VAR
72,Raphael Claus (FIFA),Árbitro
72,Marcelo Carvalho Van Gasse,Árbitro Assistente 1
72,Daniel Luis Marques,Árbitro Assistente 2
72,Grazianni Maciel Rocha,Quarto Árbitro
72,Anderson Carlos Goncalves,Assessor
72,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
72,Andre da Silva Bitencourt,AVAR
72,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
72,Pericles Bassols Pegado Cortez,Observador de VAR
73,Rafael Rodrigo Klein,Árbitro
73,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
73,Mauricio Coelho Silva Penna,Árbitro Assistente 2
73,Joao Vitor Gobi,Quarto Árbitro
73,Lucio Ipojucan Ribeiro da Silva de Mattos,Assessor
73,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
73,Cleriston Clay Barreto Rios,AVAR
73,Marco Aurelio Augusto Fazekas Ferreira,Assistente de Árbitro de Vídeo 2
73,Vidal Cordeiro Lopes,Observador de VAR
74,Leandro Pedro Vuaden,Árbitro
74,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
74,Tiago Augusto Kappes Diel,Árbitro Assistente 2
74,Thiago Luis Scarascati,Quarto Árbitro
74,Adriano de Carvalho,Assessor
74,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
74,Fabricio Vilarinho da Silva (FIFA),AVAR
74,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
74,Alicio Pena Junior,Observador de VAR
75,Anderson Daronco (FIFA),Árbitro
75,Bruno Boschilia (FIFA),Árbitro Assistente 1
75,Maira Mastella Moreira,Árbitro Assistente 2
75,Matheus Delgado Candançan,Quarto Árbitro
75,Marcelo Rogerio,Assessor
75,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
75,Johnny Barros de Oliveira,AVAR
75,Philip Georg Bennett,Assistente de Árbitro de Vídeo 2
75,Hilton Moutinho Rodrigues,Observador de VAR
76,Braulio da Silva Machado (FIFA),Árbitro
76,Kleber Lucio Gil,Árbitro Assistente 1
76,Alex dos Santos,Árbitro Assistente 2
76,Ronei Candido Alves,Quarto Árbitro
76,Fernando Jose de Castro Rodrigues,Assessor
76,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
76,Helton Nunes,AVAR
76,Bruno Arleu de Araujo (FIFA),Assistente de Árbitro de Vídeo 2
76,Giulliano Bozzano,Observador de VAR
77,Wagner do Nascimento Magalhaes (FIFA),Árbitro
77,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
77,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 2
77,Francisco Soares Dias,Quarto Árbitro
77,Jailson Macêdo Freitas,Assessor
77,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
77,Silbert Faria Sisquim,AVAR
77,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
77,Jose Alexandre Barbosa Lima,Observador de VAR
78,Savio Pereira Sampaio (FIFA),Árbitro
78,Alex Ang Ribeiro (FIFA),Árbitro Assistente 1
78,Daniel Henrique da Silva Andrade,Árbitro Assistente 2
78,Gustavo Nogas,Quarto Árbitro
78,Simone Xavier de Paula E Silva,Assessor
78,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
78,Frederico Soares Vilarinho,AVAR
78,Michel Patrick Costa Guimaraes,Assistente de Árbitro de Vídeo 2
78,Ednilson Corona,Observador de VAR
79,Edina Alves Batista (FIFA),Árbitro
79,Neuza Ines Back (FIFA),Árbitro Assistente 1
79,Leila Naiara Moreira da Cruz (FIFA),Árbitro Assistente 2
79,Antonio Magno Lima Cordeiro,Quarto Árbitro
79,Marrubson Melo Freitas,Assessor
79,Thiago Duarte Peixoto,Árbitro de Vídeo
79,Amanda Pinto Matias,AVAR
79,Maguielson Lima Barbosa,Assistente de Árbitro de Vídeo 2
79,Rodrigo Pereira Joia,Observador de VAR
80,Denis da Silva Ribeiro Serafim,Árbitro
80,Brigida Cirilo Ferreira (FIFA),Árbitro Assistente 1
80,Eduardo Goncalves da Cruz,Árbitro Assistente 2
80,Luiz Paulo de Moura Pinheiro,Quarto Árbitro
80,Luiz Vanderlei Martinucho,Assessor
80,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
80,Flavio Gomes Barroca,AVAR
80,Bruno Pereira Vasconcelos,Assistente de Árbitro de Vídeo 2
80,Ricardo Marques Ribeiro,Observador de VAR
81,Rodrigo Jose Pereira de Lima,Árbitro
81,Bruno Boschilia (FIFA),Árbitro Assistente 1
81,Karla Renata Cavalcanti de Santana,Árbitro Assistente 2
81,Yuri Elino Ferreira da Cruz,Quarto Árbitro
81,Renato Cardoso da Conceicao,Assessor
81,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
81,Fabricio Vilarinho da Silva (FIFA),AVAR
81,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
81,Giulliano Bozzano,Observador de VAR
82,Braulio da Silva Machado (FIFA),Árbitro
82,Alex dos Santos,Árbitro Assistente 1
82,Thiaggo Americano Labes,Árbitro Assistente 2
82,Alex Gomes Stefano,Quarto Árbitro
82,Ana Karina Marques Valentin,Assessor
82,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
82,Herman Brumel Vani,AVAR
82,Jose Claudio Rocha Filho (VAR-FIFA),Assistente de Árbitro de Vídeo 2
82,Ricardo Marques Ribeiro,Observador de VAR
83,Felipe Fernandes de Lima,Árbitro
83,Felipe Alan Costa de Oliveira,Árbitro Assistente 1
83,Celso Luiz da Silva,Árbitro Assistente 2
83,Edina Alves Batista (FIFA),Quarto Árbitro
83,Silvio Eduardo Silva E Silva,Assessor
83,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
83,Diogo Carvalho Silva,AVAR
83,Dyorgines Jose Padovani de Andrade,Assistente de Árbitro de Vídeo 2
83,Marcio Eustaquio Sousa Santiago,Observador de VAR
84,Paulo Cesar Zanovelli da Silva (FIFA),Árbitro
84,Victor Hugo Imazu dos Santos,Árbitro Assistente 1
84,Marcyano da Silva Vicente,Árbitro Assistente 2
84,Edina Alves Batista (FIFA),Quarto Árbitro
84,Simone Xavier de Paula E Silva,Assessor
84,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
84,Frederico Soares Vilarinho,AVAR
84,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
84,Regildenia de Holanda Moura,Observador de VAR
85,Marcelo de Lima Henrique,Árbitro
85,Alex Ang Ribeiro (FIFA),Árbitro Assistente 1
85,Renan Aguiar da Costa,Árbitro Assistente 2
85,Victor Lucas Pereira Silva,Quarto Árbitro
85,Marcelo Rogerio,Assessor
85,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
85,Andre da Silva Bitencourt,AVAR
85,Marcio Henrique de Gois,Assistente de Árbitro de Vídeo 2
85,Roberto Perassi,Observador de VAR
86,Savio Pereira Sampaio (FIFA),Árbitro
86,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
86,Kleber Lucio Gil,Árbitro Assistente 2
86,Wanderson Alves de Sousa,Quarto Árbitro
86,Sergio Cristiano Nascimento,Assessor
86,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
86,Cleriston Clay Barreto Rios,AVAR
86,Denis da Silva Ribeiro Serafim,Assistente de Árbitro de Vídeo 2
86,Alicio Pena Junior,Observador de VAR
87,Wilton Pereira Sampaio (FIFA),Árbitro
87,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
87,Leone Carvalho Rocha,Árbitro Assistente 2
87,Lucas Guimaraes Rechatiko Horn,Quarto Árbitro
87,Vidal Cordeiro Lopes,Assessor
87,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
87,Johnny Barros de Oliveira,AVAR
87,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
87,Pericles Bassols Pegado Cortez,Observador de VAR
88,Vinicius Goncalves Dias Araujo,Árbitro
88,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
88,Daniel Paulo Ziolli,Árbitro Assistente 2
88,Murilo Ugolini Klein,Quarto Árbitro
88,Luiz Vanderlei Martinucho,Assessor
88,Thiago Duarte Peixoto,Árbitro de Vídeo
88,Fabricio Porfirio de Moura,AVAR
88,Flavio Rodrigues de Souza (FIFA),Assistente de Árbitro de Vídeo 2
88,Ricardo Marques Ribeiro,Observador de VAR
89,Joao Vitor Gobi,Árbitro
89,Marcelo Carvalho Van Gasse,Árbitro Assistente 1
89,Miguel Cataneo Ribeiro da Costa,Árbitro Assistente 2
89,Luciano da Silva Miranda Filho,Quarto Árbitro
89,Jose Mocellin,Assessor
89,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
89,Alberto Poletto Masseira,AVAR
89,Luiz Flavio de Oliveira,Assistente de Árbitro de Vídeo 2
89,Marcos Andre Gomes da Penha,Observador de VAR
90,Anderson Daronco (FIFA),Árbitro
90,Rafael Trombeta,Árbitro Assistente 1
90,Maira Mastella Moreira,Árbitro Assistente 2
90,Murilo Francisco Misson Junior,Quarto Árbitro
90,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
90,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
90,Helton Nunes,AVAR
90,Charly Wendy Straub Deretti (FIFA),Assistente de Árbitro de Vídeo 2
90,Rodrigo Pereira Joia,Observador de VAR
91,Savio Pereira Sampaio (FIFA),Árbitro
91,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
91,Kleber Lucio Gil,Árbitro Assistente 2
91,Felipe da Silva Goncalves Paludo,Quarto Árbitro
91,Adriano de Carvalho,Assessor
91,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
91,Amanda Pinto Matias,AVAR
91,Matheus Delgado Candançan,Assistente de Árbitro de Vídeo 2
91,Raimundo Nonato Lopo de Abreu,Observador de VAR
92,Wilton Pereira Sampaio (FIFA),Árbitro
92,Leone Carvalho Rocha,Árbitro Assistente 1
92,Victor Hugo Imazu dos Santos,Árbitro Assistente 2
92,Grazianni Maciel Rocha,Quarto Árbitro
92,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
92,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
92,Herman Brumel Vani,AVAR
92,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
92,Giulliano Bozzano,Observador de VAR
93,Raphael Claus (FIFA),Árbitro
93,Alex Ang Ribeiro (FIFA),Árbitro Assistente 1
93,Marcelo Carvalho Van Gasse,Árbitro Assistente 2
93,Thiago Luis Scarascati,Quarto Árbitro
93,Simone Xavier de Paula E Silva,Assessor
93,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
93,Fabricio Vilarinho da Silva (FIFA),AVAR
93,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
93,Pericles Bassols Pegado Cortez,Observador de VAR
94,Andre Luiz Skettino Policarpo Bento,Árbitro
94,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
94,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
94,Douglas Marques das Flores,Quarto Árbitro
94,Ana Karina Marques Valentin,Assessor
94,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
94,Antonio Adriano de Oliveira,AVAR
94,Gilberto Rodrigues Castro Junior,Assistente de Árbitro de Vídeo 2
94,Vidal Cordeiro Lopes,Observador de VAR
95,Leandro Pedro Vuaden,Árbitro
95,Mauricio Coelho Silva Penna,Árbitro Assistente 1
95,Thiaggo Americano Labes,Árbitro Assistente 2
95,Jefferson Ferreira de Moraes,Quarto Árbitro
95,Erich Bartolomeu Antas E Silva Bandeira,Assessor
95,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
95,Andre da Silva Bitencourt,AVAR
95,Maguielson Lima Barbosa,Assistente de Árbitro de Vídeo 2
95,Marcio Eustaquio Sousa Santiago,Observador de VAR
96,Rafael Rodrigo Klein,Árbitro
96,Tiago Augusto Kappes Diel,Árbitro Assistente 1
96,Maira Mastella Moreira,Árbitro Assistente 2
96,Felipe Fernandes de Lima,Quarto Árbitro
96,Reginaldo Vasconcelos Noronha,Assessor
96,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
96,Helton Nunes,AVAR
96,Denis da Silva Ribeiro Serafim,Assistente de Árbitro de Vídeo 2
96,Marcos Andre Gomes da Penha,Observador de VAR
97,Edina Alves Batista (FIFA),Árbitro
97,Neuza Ines Back (FIFA),Árbitro Assistente 1
97,Leila Naiara Moreira da Cruz (FIFA),Árbitro Assistente 2
97,Anderson da Silveira Farias,Quarto Árbitro
97,Silvia Regina de Oliveira,Assessor
97,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
97,Frederico Soares Vilarinho,AVAR
97,Marcio Henrique de Gois,Assistente de Árbitro de Vídeo 2
97,Ednilson Corona,Observador de VAR
98,Bruno Mota Correia,Árbitro
98,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
98,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 2
98,Leonardo Ferreira Lima,Quarto Árbitro
98,Carlos Augusto Nogueira Junior,Assessor
98,Emerson de Almeida Ferreira,Árbitro de Vídeo
98,Cleriston Clay Barreto Rios,AVAR
98,Jose Ricardo Vasconcellos Laranjeira,Assistente de Árbitro de Vídeo 2
98,Rodrigo Pereira Joia,Observador de VAR
99,Rodrigo Jose Pereira de Lima,Árbitro
99,Eduardo Goncalves da Cruz,Árbitro Assistente 1
99,Francisco Chaves Bezerra Junior,Árbitro Assistente 2
99,Wagner Francisco Silva Souza,Quarto Árbitro
99,Antonio Pereira da Silva,Assessor
99,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
99,Lilian da Silva Fernandes Bruno,AVAR
99,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
99,Pericles Bassols Pegado Cortez,Observador de VAR
100,Joao Vitor Gobi,Árbitro
100,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
100,Evandro de Melo Lima,Árbitro Assistente 2
100,Michel Patrick Costa Guimaraes,Quarto Árbitro
100,Cleiber Elias Leite,Assessor
100,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
100,Alberto Poletto Masseira,AVAR
100,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
100,Hilton Moutinho Rodrigues,Observador de VAR
101,Ramon Abatti Abel (FIFA),Árbitro
101,Alex dos Santos,Árbitro Assistente 1
101,Henrique Neu Ribeiro,Árbitro Assistente 2
101,Felipe da Silva Goncalves Paludo,Quarto Árbitro
101,Jose Antonio Chaves Franco Filho,Assessor
101,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
101,Ciro Chaban Junqueira,AVAR
101,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
101,Marrubson Melo Freitas,Observador de VAR
102,Jean Pierre Goncalves Lima,Árbitro
102,Marcelo Carvalho Van Gasse,Árbitro Assistente 1
102,Jorge Eduardo Bernardi,Árbitro Assistente 2
102,Tarcizo Pinheiro Caetano,Quarto Árbitro
102,Marcelo Rogerio,Assessor
102,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
102,Andre da Silva Bitencourt,AVAR
102,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
102,Marcos Andre Gomes da Penha,Observador de VAR
103,Savio Pereira Sampaio (FIFA),Árbitro
103,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
103,Marcia Bezerra Lopes Caetano,Árbitro Assistente 2
103,Douglas Marques das Flores,Quarto Árbitro
103,Antonio Pereira da Silva,Assessor
103,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
103,Eder Alexandre,AVAR
103,Charly Wendy Straub Deretti (FIFA),Assistente de Árbitro de Vídeo 2
103,Pericles Bassols Pegado Cortez,Observador de VAR
104,Leandro Pedro Vuaden,Árbitro
104,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
104,Tiago Augusto Kappes Diel,Árbitro Assistente 2
104,Thiago Luis Scarascati,Quarto Árbitro
104,Vayran da Silva Rosa,Assessor
104,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
104,Johnny Barros de Oliveira,AVAR
104,Rodrigo Carvalhaes de Miranda,Assistente de Árbitro de Vídeo 2
104,Regildenia de Holanda Moura,Observador de VAR
105,Anderson Daronco (FIFA),Árbitro
105,Mauricio Coelho Silva Penna,Árbitro Assistente 1
105,Thiaggo Americano Labes,Árbitro Assistente 2
105,Ilbert Estevam da Silva,Quarto Árbitro
105,Adriano de Carvalho,Assessor
105,Pablo Ramon Goncalves Pinheiro (VAR-FIFA),Árbitro de Vídeo
105,Cleriston Clay Barreto Rios,AVAR
105,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
105,Alicio Pena Junior,Observador de VAR
106,Bruno Arleu de Araujo (FIFA),Árbitro
106,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
106,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 2
106,Murilo Francisco Misson Junior,Quarto Árbitro
106,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
106,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
106,Vitor Carmona Metestaine,AVAR
106,Adriano Milczvski,Assistente de Árbitro de Vídeo 2
106,Emerson Augusto de Carvalho,Observador de VAR
107,Edina Alves Batista (FIFA),Árbitro
107,Neuza Ines Back (FIFA),Árbitro Assistente 1
107,Leila Naiara Moreira da Cruz (FIFA),Árbitro Assistente 2
107,Anderson da Silveira Farias,Quarto Árbitro
107,Sergio Cristiano Nascimento,Assessor
107,Rodrigo Nunes de Sa (VAR-FIFA),Árbitro de Vídeo
107,Silbert Faria Sisquim,AVAR
107,Philip Georg Bennett,Assistente de Árbitro de Vídeo 2
107,Roberto Perassi,Observador de VAR
108,Andre Luiz Skettino Policarpo Bento,Árbitro
108,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
108,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
108,Gustavo Nogas,Quarto Árbitro
108,Simone Xavier de Paula E Silva,Assessor
108,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
108,Fabricio Porfirio de Moura,AVAR
108,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
108,Rodrigo Pereira Joia,Observador de VAR
109,Wilton Pereira Sampaio (FIFA),Árbitro
109,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
109,Leone Carvalho Rocha,Árbitro Assistente 2
109,Bruno Pereira Vasconcelos,Quarto Árbitro
109,Raimundo Nonato Lopo de Abreu,Assessor
109,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
109,Frederico Soares Vilarinho,AVAR
109,Paulo Renato Moreira da Silva Coelho,Assistente de Árbitro de Vídeo 2
109,Hilton Moutinho Rodrigues,Observador de VAR
110,Flavio Rodrigues de Souza (FIFA),Árbitro
110,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
110,Daniel Paulo Ziolli,Árbitro Assistente 2
110,Leonardo Willers Lorenzatto,Quarto Árbitro
110,Carlos Augusto Nogueira Junior,Assessor
110,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
110,Fabricio Vilarinho da Silva (FIFA),AVAR
110,Marco Aurelio Augusto Fazekas Ferreira,Assistente de Árbitro de Vídeo 2
110,Ricardo Marques Ribeiro,Observador de VAR
111,Savio Pereira Sampaio (FIFA),Árbitro
111,Bruno Boschilia (FIFA),Árbitro Assistente 1
111,Karla Renata Cavalcanti de Santana,Árbitro Assistente 2
